text_id,u_n,u_who,text,label
SD6X,1788,S0179,er a chat to him er saying what?,
SYHP,3174,S0261,mm,
SUVQ,14965,S0198,ah,
SLSS,666,S0585,did they encourage this? ,
SHCG,441,S0346,are you leaning your head on ,
S6W8,659,S0493,me and you ,
SUVQ,4957,S0236,it's just like me with onions,
S5XD,2773,S0192,he was on ,
SNMZ,1192,UNKMALE,mm,
SA2J,70,S0617,yeah,
SAUR,614,S0227,and ,
SLSS,392,S0585,in my flat first year he's he's from? ,
SN98,103,S0230,no I was drinking vodka and lime then,
S4WJ,299,S0441,and fungi ,
SAZX,1069,S0601,hello nan ,
SYHP,133,S0361,PDFs are a pain in the neck,
S6KV,950,S0416,mm no mate,
S2FQ,153,S0261,well they are all problems that students could learn,
SLSS,2521,S0584,thirty pence,
S985,2287,S0346,oh my god it's here,
S457,1002,S0525,yeah,
S5XD,1497,S0194,yeah,
SV28,308,S0198,erm,
SM99,1414,S0336,oh bless,
SUVQ,3070,S0192,that's classic,
SWY3,65,S0545,I'm terrible,
SMW8,120,S0255,yeah,
SR5J,482,UNKFEMALE,yay,
SJRQ,284,S0391,people didn't have ,
SB32,573,S0617,the other people the people that were doing it years the people that ride Jet Skis every day,
S3CP,13,S0390,yes,
SNMZ,1129,S0563,as long as your set of LEDs is constructed well,
SNG4,391,S0257,and the others but she was actually crying,
SFJ2,61,S0275,are they a band?,
SJRQ,996,S0390,I like runner beans,
SWY3,3159,S0391,to be honest yeah she went to see ,
S28F,908,S0255,erm,
SR5H,240,S0593,he's he's the other singer there's Kirsty MacColl and Shane McGowan,
SA7J,366,S0566,and it says ,
ST47,10,S0125,errr,
SA7J,704,S0563,celery,
SM99,842,S0346,well ,
S28F,1198,S0315,have they been all at an age? or,
S985,1600,S0336,yeah but,
SUVQ,15833,S0198,Penguins they're not around anymore,
SN8K,1629,S0255,yeah,
SA7J,338,S0565,Bing's not popular,
SJB4,3333,S0197,oh for god's sake,
S4QK,753,S0245,I think I read like two or three of them ,
SAZX,2131,S0592,I ,
ST82,663,S0525,sell you not take a photo of you? ,
S8CW,71,S0305,well there was the one because some groups said tidal wave other groups said tsunami cos there were like three different panels,
SE3W,666,S0439,mum,
S3LE,754,S0342,no cinnamon's quite nice,
S632,266,S0202,have you seen it?,
SH2P,215,S0192,to get round that?,
S4WJ,739,S0441,she's gonna put it indoors somewhere,
S632,64,S0202,ta,
SC2T,940,S0392,and then there was he says can you find out when this smoothie bike's happening cos,
SMW8,2053,S0316,I was like I'm a TV bear,
S9WB,83,S0110,yeah,
SZ98,329,S0439,I told you that,
SDXV,169,S0221,you can search by image ,
SMW8,1763,S0256,they know how big it is don't they? they're not they know how big the Sahara desert is in square feet so they'll be able to work it out that way,
SRNC,1349,S0584,no you you can't handle my snoring mate,
S3MW,740,S0525,new stuff out ,
S682,985,S0192,oh no,
SJB4,4315,S0192,but I guess because I'd just seen him on Skype a couple of weekends before,
SAUR,1001,S0192,but we only get two at the first round so just choose the colours and tell me which,
SKJ3,387,S0229,yeah,
S8CB,107,S0594,erm yeah she just said that I might feel a bit nauseous in the first few days which didn't ever actually happen to me before and that erm er my levels of you know agitation and anxiety will will probably go up er I think,
S985,1249,S0337,we'll go and get some meat and I'll do a barbie,
S6W8,904,S0492,mm it's a bit mean isn't it? is kind of some kind of like,
SUGJ,26,S0645,then that'd be weird and ,
SAUR,3833,S0227,oh I see right,
SKRC,182,S0439,yeah,
SP9F,725,S0262,underneath I can imagine,
SR5J,1020,S0492,maroon?,
S968,638,S0492,oh I didn't move my er thing did I? ,
S85D,568,S0344,yeah,
S3LE,70,S0336,and then so that,
S35K,1208,S0372,do you want another coffee?,
S8CW,278,S0262,yeah,
S28F,1375,S0255,but after that I came home and I just went over pretty much every day erm and sorting things out and I did have to say after er cos I felt that I couldn't get upset and grieve because I had to be strong for mum,
SFJ2,18,S0276,like he appeared on it and they were just like a challenge where it was like really rainy and it was in the mud and he got completely covered in mud,
ST47,704,S0018,uh-huh,
S85D,1079,S0345,erm,
SMW8,1266,S0316,there's an amazing erm,
SUEL,560,S0180,and they were the sorts who could sort of like um who wanted to teach their students Bohemian Rhapsody,
SJRQ,572,S0393,you did it for three years?,
S3M4,96,S0525,he sent the screenshot of the weather forecast ,
SR5J,112,S0492,what's on your arm? is that chocolate?,
SUVQ,3128,S0236,mm,
SAUR,4863,S0192,yeah he's taken out a basestar and two raptors,
SYWB,142,S0416,okay I don't really,
S28F,1081,S0315,does he still go to all those erm like,
SP9F,327,S0262,it's lovely isn't it?,
SJRQ,1238,S0390,yes she says it's easy,
SUVQ,3712,S0192,but he was ,
SAUR,1055,S0192,you can't tell us,
S5XD,1200,S0196,you know what it I I think I think er a little bit ,
S432,826,S0391,he is,
SBQZ,694,S0262,oh no yeah,
SHBJ,241,S0070,yeah and apparently they there's there are sort of drug problems,
SB32,878,S0525,yeah there's two people next to us didn't turn up which was good cos they were right in the middle and the row would've had to get up erm so we spread out in their seats in the second half,
SFNQ,732,S0192,yeah what did you get overall?,
SB4D,2310,S0199,I was saying to ,
SA2J,2504,S0622,on the on the spray ,
S2QU,492,S0522,as in you think how do they end it?,
S8CB,64,S0593,they're voice but in,
S4WJ,245,S0441,I was gonna say evaluation then evolutionary thing yeah,
SMW8,827,S0255,yeah,
SDFL,111,S0154,he's still like that,
S985,1140,S0336,clever,
S3LE,3003,S0336,it's so depressing like I hit it both ends I can't do anything about it,
SUUE,670,S0371,started singing song writing producing ,
SNMZ,765,S0543,sixteen P? ,
ST82,889,S0525,must come through all the air con or something or the ventilation system,
S2FQ,225,S0261,yeah well that's the way it is kind of working around the around the world erm and I bet that the people who are going forward here now have been watching what's been going on in the US for a long time yeah they simply ,
SR5J,796,S0492,dad's,
SR7C,1475,S0623,yeah,
S6W8,3773,S0497,and they got sued for millions,
SNG4,1024,S0258,yeah they always say that don't they?,
SNMZ,1521,S0563,so it's double trouble really on Christmas Dday,
S28F,1816,S0315,and erm what I want you to do ,
S7RA,1069,S0278,yes you can see the difference yeah,
SN8K,678,S0255,mm,
SJB4,2939,S0199,oh no taking over the world,
SD3R,738,S0349,kind of and not like taking the piss out of each other,
S2QU,189,S0522,yeah,
SMW8,2961,S0255,churros,
S632,6889,S0220,I'm going to sleep,
SVLK,194,S0267,no,
S457,994,S0617,what?,
SP9F,482,S0335,uhu,
S3MW,325,S0525,no I know but at least that was really good at bringing them down wasn't it?,
S632,7292,S0221,they go from schoolboys shitting themselves in exams to jetting around the world Australia and getting lost in the outback,
S3LE,2779,S0336,heated towel rail,
SVZH,256,S0231,oh right oh ,
SA7J,363,S0566,any company?,
SMW8,1330,S0255,that's all yeah that's it so if I wanna have a shower she will be making getting me in and then perching so ,
SYHP,2301,S0262,and erm we had a very short erm change around at er,
SMW8,1253,S0255,just with slightly different tweaks of flavours and stuff but it was just,
SAUR,4483,S0189,mm,
SYWR,397,S0397,yes,
SB4D,2342,S0199,when you're freaked out do you talk about it?,
SAUR,4840,S0192,right do you have something to help with the die roll?,1
SR87,155,S0417,what about cos you've you like last time you were you'd be like you can't be coming home on the day going oh by the way I don't have like an A4 hardback book like that's I can't just nip down to the shops,
S6BS,1415,S0592,yeah,
SR7C,693,S0623,oh dear,
S7DR,325,S0176,no like,
SUVQ,3386,S0192,yeah we saw some stuff that we've never seen again in Korea they had some like crashes car and then they bought a new car and they did cos Korea is a first world country where they did a ritual where they,
SMW8,3196,S0316,yeah,
SHBJ,189,S0070,and ,
S6KV,694,S0415,mummy,
SM99,1121,S0347,yeah and then if you like you've gotta roll die you've just gotta touch the screen and if you roll certain numbers you beat enemies,
SP9F,1329,S0262,yeah,
S7DR,758,S0167,what happened?,
SJB4,933,S0199,that's what I just said,
SNMZ,1406,S0561,well ,
ST82,290,S0525,uhu,
S632,3685,S0208,see you've ,
S6BS,2897,S0592,hello,
SM99,96,S0346,oh yeah yeah,
SHX2,159,S0417,oh another thing we went to and you'll probably see,
SNG4,1278,S0257,yeah if you like her I don't know what it's called though she just described it as a looky-likey,
SLSS,2891,S0586,taken your what?,
SFJ2,223,S0275,it's cold did you watch the football yesterday?,
SUUE,1463,S0371,well ,
SB4D,2079,S0192,yeah panning for I mean,
SJRX,249,S0399,I once played with her,
SWY3,1113,S0545,yeah,
SQ3P,19,S0519,that you know and to just look after yourself and have the thing you want,
S5U8,1246,S0475,mm,
ST82,518,S0525,oh oh I didn't realise that I thought it was,
SHHU,472,S0392,something like that have a look a look the next time you go past,
S3LE,2599,S0342,erm I'm gonna shoot off to ,
SD3R,970,S0336,clearly,
SLSS,1296,S0586,I'll meet you on Wednesday at like two PM,
SLSS,167,S0585,yes yeah yeah yeah yeah,
SG56,1668,S0261,but we could have charged five hundred bucks a night,
S3LE,204,S0343,okay,
S985,95,S0337,I had I had the Chinese that liked I think it was ,
S5XD,3568,S0192,cos you're addicted to it,
SEKZ,193,S0353,aren't they?,
SDFL,995,S0012,you found this great big spider didn't you,
SEKZ,816,S0353,and I they're really hard to get hold of and they've gone put them in the in the tip,
SKZX,333,S0393,he says you can spend a lot more,
SEKZ,1448,S0353,well I don't wanna hear all that ,
SN8K,205,S0255,yeah mm,
SJB4,893,S0197,but you can't attack somebody that's got two on there as well it's a bit more complicated but go on then but you can't attack there cos it's not joining,
S3CP,214,S0390,oh well I'll just wait and think a bit ,
SNE5,806,S0397,have another one,
S6W8,4268,S0497,you could get you're gonna get away with this is a joke,
SD3R,1052,S0350,coming home,
SB32,697,S0623,let her off the lead anywhere for,
S7RA,748,S0012,you like the dog foody stuff do you? oh,
S7UX,74,S0024,yes ,
SNG4,1997,S0258,mm,
SUVQ,4086,S0235,oh I've got,
SAT9,207,S0179,yes ,
S4WJ,91,S0439,no and like well even even if you just speak to someone on the phone you get across a bit of your personality and,
S3M4,196,S0525,I know because the management ,
S5XD,1257,S0192,A levels A levels are level five,
SG56,632,S0401,ah,
S6W8,5700,S0496,five,
SLJ5,390,S0681,I need a few minutes cos I've got when I went on the walk I I ,
S35K,988,S0372,I mean this is media manipulation,
SEKZ,630,S0262,mm,
SFCW,364,S0264,yeah curious or,
S6W8,4607,S0497,yeah,
SEKZ,358,S0262,the dog wouldn't do anything and erm towards the end the bloke came along once and he said ,
SC8H,827,S0391,isn't that good?,
S6BR,48,S0456,like a cake?,
SC8H,791,S0397,who?,
S6KV,966,S0415,indeed ,
S6W8,641,S0492,mm,
SJSC,562,S0439,someone will buy them well no actually you probably wouldn't buy them would you?,
SP9F,738,S0335,erm ,
S7RA,526,S0013,just aimed at the door so you know people in,
S5QR,430,S0324,yeah I know,
SA2J,2352,S0525,oh yeah you can try they're not paying,
SQ93,374,S0392,yeah,
S5U8,134,S0416,and when did it turn green? ,
SUVQ,12938,S0235,I don't know I think like ,
SJKD,60,S0567,no no not that one ,
ST82,1256,S0617,I don't think I need chicken though,
SBEV,205,S0336,erm so I'll be out Friday and Saturday anyway ,
S632,5041,S0220,that is actually quite annoying,
SRNC,57,S0584,yeah so I've still got,
SG56,1421,S0401,it's not a discount cos you're you're friends of a friend it's,
SEKZ,2347,S0353,you know you meet all ,
SUC7,11,S0567,we've got oh do we not you should've put them on the list cos we went shopping earlier erm,
S67P,233,S0339,was twenty-five percent off,
SA2J,1807,S0617,I've not been in,
SPZ4,157,S0391,I think I've got an orange one,
S968,1631,S0492,no,
SJN6,83,S0426,no no no,
S682,133,S0192,yeah what's meant to be better about this one?,
S8CW,374,S0305,and she kept going on for weeks about this bloke called bloody Arthur this and Arthur that she used to handwrite it overhead projector things in those days,
SLJ5,789,S0681,mm,
SJKD,2,S0567,did mummy and daddy say what time they'd be back?,
SRNC,1071,S0587,so she just put a random hotel?,
S3CP,79,S0391,no,
SJRQ,626,S0392,I've tried it,
SEKZ,1678,S0353,mm,
SB4D,651,S0192,a parakeet him screaming,
SEKZ,774,S0353,yeah,
SUVQ,1078,S0192,that's amazing isn't it? and you're pretty much ,
SR7C,57,S0622,and you're gonna put an advert in Co-op aren't you?,
SP9F,753,S0262,no ,
SC2T,1044,S0393,is there a train station at ,
SEBP,222,S0202,that's basically it ,
SE3Y,330,S0192,it might be,
S85D,1033,S0344,right so anyway,
SAT9,279,S0179,on like what?,
SB32,377,S0525,I dunno whatever it was just for to join in a lesson with other people but nobody else went so she had him to herself which she thought was was good and he says they had the ,
SMZV,675,S0350,yeah relocate ,
SA2J,1676,S0525,well yeah wouldn't it? that's the thing having to get down there and then you're in the rush hour traffic ,
S4WJ,655,S0439,dunno why dunno why I do this to myself but no to be fair genuinely everything I'm doing in October has already been paid for,
S5XD,149,S0192,I did quite ,
SYWR,411,S0392,oh no now and again he often has an off day and a lot of the time he plays very poorly and now and again he pulls out a brilliant performance the other week he got something like fifty or five in the second half which is unheard of,
SP9F,332,S0335,at the end ,
SYEF,223,S0525,is mummy on the phone?,
SQ3P,189,S0520,mm yeah I understand,
SAZX,1733,S0592,I love holes,
SUVQ,11130,S0192,yeah yeah yeah,
SEJT,839,S0301,yeah erm I'm just trying to think what might be a shortish one ,
S38V,2303,S0192,we'll have today's,
SAUR,1645,S0192,that's like the total you can reduce it by two so ,
S6BS,1686,S0592,my turn,
S432,557,S0392,they won't be,
S35K,929,S0262,there isn't any,
SB4D,1977,S0199,mm,
SUVQ,11095,S0192,I need good dialogue,
SQ3P,983,S0521,okay ,
SYHP,2326,S0261,so they had any,
SKRC,1451,S0440,but hang on if you pay if your contract's with the letting agent and,
S5U8,1049,S0417,yeah,
SUVQ,7511,S0235,yeah,
SEZB,157,S0202,and your mum's sort code and account number,
S5XD,3430,S0192,yeah,
SJRQ,1763,S0392,then there's some kale here as well a good source of vitamin A C and K,
SUUE,1236,S0262,yeah,
SNG4,796,S0255,et cetera and goes out with her friends and does stuff so she's busy she says you know,
S6W8,970,S0496,but yeah she's she's she's ready to be toilet trained really,
S632,3849,S0208,ness,
S3LE,2029,S0337,covered in ,
SUDM,82,S0623,oh ,
SUVQ,13106,S0235,to take a policy yeah she's always had a policy,
SUVQ,15289,S0192,I don't wanna,
SUVQ,16559,S0198,yeah see you,
SYWR,193,S0397,yeah?,
SDFL,957,S0153,she said  she said  it on Wednesday ,
SUVQ,12797,S0235,no no no no of course not,
S3LE,280,S0337,I reckon,
SA2J,2981,S0622,yes but well er all that'll do is make you ,
SYEF,793,S0615,no ,
S7RA,1211,S0012,exactly,
ST82,1219,S0525,nothing?,
S38V,107,S0198,too small is it big enough for us to both sit on?,
SKRC,1622,S0440,and you knew then we'd lost,
S3MW,675,S0615,mm,
S78E,99,S0198,to even qualify anymore yeah because it's so in demand,
S632,4534,S0202,chairman,
SP9F,14,S0335,we we did you know we had to pay again to get in but when we said well we'll get refunded on the,
S7RA,1140,S0012,yeah,
SUVQ,7463,S0235,didn't we? we went,
S4QK,630,S0246,oh the ,
S6W8,5554,S0497,no you,
S3LE,31,S0343,erm ,
SZ98,519,S0441,so I might well I will I'm gonna ring erm ,
S457,14,S0617,yeah I know ,
SB4D,1348,S0197,I still think I've I've been done over yeah,
SN98,348,S0229,er no,
S28F,340,S0255,okay yeah,
SG56,1825,S0401,oh,
SY5K,264,S0282,mm mm,
SMVW,63,S0390,I might as well you know the ,
SZT4,247,S0486,yeah,
S457,1202,S0525,well the trouble is she doesn't,
SDFL,467,S0024,I don't know where to start,
SV28,323,S0192,erm,
SJB4,1260,S0199,oh you've ,
S632,5451,S0220,hell yeah,
SRRS,22,S0439,yeah,
S5U8,1169,S0417,erm,
SJRQ,870,S0392,nah,
S985,615,S0336,because there's er like that,
SMW8,218,S0255,I can see so it really was a you know,
S5XD,1500,S0192,and just sign a piece of paper,
SMW8,2605,S0316,yeah yeah,
SPZ4,341,S0392,an Easter prayer to show that we care,
SP9F,459,S0262,yeah,
SEKZ,2693,S0353,November,
SEJT,651,S0301,aeroplanes so much,
SRNC,724,S0587,why are my lips so big?,
SWY3,2798,S0391,fortune for all the committees they sit on,
